Tick 0
P:0 H:0 C:0 | P:2 H:1 C:0 | P:0 H:1 C:0 | P:3 H:0 C:0 | P:2 H:0 C:0 | P:1 H:1 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | 
P:2 H:0 C:0 | P:3 H:0 C:0 | P:3 H:1 C:0 | P:0 H:0 C:0 | P:2 H:0 C:1 | P:0 H:0 C:1 | P:0 H:0 C:0 | P:1 H:1 C:0 | P:4 H:1 C:0 | P:0 H:1 C:0 | 
P:2 H:0 C:0 | P:2 H:2 C:0 | P:2 H:1 C:0 | P:2 H:1 C:1 | P:1 H:0 C:0 | P:1 H:0 C:0 | P:1 H:0 C:0 | P:3 H:0 C:0 | P:1 H:1 C:0 | P:2 H:0 C:0 | 
P:2 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:1 H:1 C:0 | P:1 H:0 C:1 | P:1 H:0 C:0 | 
P:0 H:0 C:0 | P:2 H:0 C:1 | P:2 H:0 C:0 | P:3 H:0 C:0 | P:4 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | 
P:2 H:0 C:0 | P:0 H:1 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:1 H:1 C:0 | P:0 H:1 C:0 | P:2 H:0 C:0 | P:0 H:1 C:0 | P:1 H:0 C:1 | P:1 H:0 C:0 | 

Tick 2
P:0 H:0 C:0 | P:4 H:2 C:0 | P:1 H:0 C:0 | P:2 H:0 C:0 | P:1 H:1 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:2 H:1 C:0 | P:0 H:0 C:0 | 
P:2 H:0 C:0 | P:0 H:1 C:0 | P:0 H:0 C:0 | P:2 H:0 C:1 | P:0 H:1 C:0 | P:0 H:1 C:0 | P:1 H:0 C:0 | P:0 H:0 C:0 | P:1 H:1 C:0 | P:3 H:0 C:0 | 
P:3 H:0 C:0 | P:6 H:0 C:0 | P:4 H:0 C:0 | P:1 H:0 C:0 | P:3 H:0 C:1 | P:0 H:0 C:0 | P:2 H:2 C:0 | P:1 H:0 C:0 | P:1 H:0 C:0 | P:2 H:0 C:1 | 
P:0 H:0 C:0 | P:1 H:0 C:1 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:0 H:-1 C:1 | P:0 H:-1 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | 
P:0 H:0 C:0 | P:1 H:1 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:2 H:0 C:0 | P:0 H:1 C:1 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | 
P:3 H:0 C:0 | P:3 H:1 C:0 | P:2 H:1 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:1 H:0 C:0 | P:0 H:0 C:0 | P:0 H:1 C:0 | P:3 H:1 C:0 | P:0 H:0 C:0 | 
P:2 H:0 C:0 | P:2 H:2 C:0 | P:2 H:1 C:0 | P:1 H:0 C:1 | P:1 H:0 C:0 | P:1 H:0 C:0 | P:1 H:0 C:0 | P:4 H:0 C:0 | P:0 H:1 C:0 | P:2 H:0 C:0 | 
P:2 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:1 H:1 C:0 | P:1 H:0 C:0 | P:1 H:0 C:0 | 
P:0 H:0 C:0 | P:2 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | P:4 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:1 | P:2 H:0 C:0 | P:3 H:0 C:0 | 
P:2 H:0 C:0 | P:0 H:0 C:1 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:1 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | P:1 H:0 C:0 | P:1 H:0 C:1 | 

Tick 3
P:0 H:0 C:0 | P:3 H:2 C:0 | P:1 H:0 C:1 | P:2 H:0 C:0 | P:1 H:1 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:2 H:1 C:0 | P:0 H:0 C:0 | 
P:2 H:1 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | P:1 H:0 C:0 | P:1 H:1 C:0 | P:0 H:0 C:0 | P:1 H:1 C:0 | P:3 H:0 C:1 | 
P:3 H:0 C:1 | P:6 H:0 C:0 | P:4 H:0 C:0 | P:1 H:1 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:1 H:2 C:0 | P:1 H:0 C:0 | P:1 H:0 C:0 | P:2 H:0 C:0 | 
P:0 H:0 C:0 | P:1 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:1 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:0 H:-1 C:0 | P:0 H:-1 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | 
P:0 H:0 C:0 | P:0 H:1 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:2 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | 
P:3 H:0 C:0 | P:2 H:1 C:0 | P:1 H:1 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:1 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:2 H:1 C:0 | P:0 H:0 C:0 | 
P:2 H:0 C:0 | P:1 H:2 C:0 | P:1 H:1 C:0 | P:1 H:0 C:0 | P:2 H:0 C:1 | P:1 H:0 C:0 | P:2 H:0 C:0 | P:4 H:1 C:0 | P:0 H:1 C:0 | P:2 H:0 C:0 | 
P:3 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:1 H:1 C:0 | P:1 H:0 C:1 | P:1 H:0 C:0 | 
P:0 H:0 C:0 | P:2 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | P:4 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:1 | 
P:2 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:1 H:0 C:0 | P:1 H:0 C:0 | 

Tick 4
P:0 H:0 C:0 | P:2 H:2 C:0 | P:1 H:0 C:0 | P:2 H:0 C:0 | P:0 H:1 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:1 H:1 C:0 | P:0 H:0 C:0 | 
P:1 H:1 C:1 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:1 H:0 C:0 | P:0 H:1 C:0 | P:0 H:0 C:0 | P:0 H:1 C:0 | P:3 H:0 C:0 | 
P:4 H:0 C:1 | P:6 H:0 C:0 | P:4 H:0 C:0 | P:0 H:1 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:0 H:2 C:0 | P:1 H:0 C:0 | P:1 H:0 C:0 | P:3 H:0 C:0 | 
P:0 H:0 C:0 | P:1 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:0 H:-1 C:0 | P:0 H:-1 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | 
P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:1 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | 
P:4 H:0 C:0 | P:1 H:2 C:0 | P:0 H:1 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:1 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:1 H:2 C:0 | P:0 H:0 C:0 | 
P:2 H:0 C:0 | P:0 H:2 C:0 | P:1 H:1 C:0 | P:2 H:0 C:0 | P:2 H:0 C:1 | P:1 H:0 C:0 | P:3 H:0 C:0 | P:3 H:1 C:1 | P:0 H:0 C:0 | P:2 H:0 C:0 | 
P:4 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:0 H:1 C:0 | P:1 H:0 C:1 | P:1 H:0 C:0 | 
P:0 H:0 C:0 | P:2 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | P:4 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | 
P:2 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:1 H:0 C:0 | P:1 H:0 C:0 | 

Tick 5
P:0 H:0 C:0 | P:1 H:2 C:0 | P:2 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:1 C:0 | P:0 H:0 C:0 | 
P:0 H:0 C:2 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:1 H:1 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | 
P:4 H:0 C:0 | P:6 H:0 C:0 | P:4 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:0 H:1 C:0 | P:1 H:0 C:0 | P:1 H:0 C:0 | P:3 H:0 C:0 | 
P:0 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:5 H:0 C:0 | P:0 H:0 C:0 | P:0 H:-1 C:0 | P:0 H:-1 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | 
P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:3 H:0 C:1 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | 
P:4 H:0 C:0 | P:0 H:2 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:1 H:0 C:1 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:2 C:0 | P:0 H:0 C:0 | 
P:2 H:0 C:0 | P:0 H:2 C:0 | P:0 H:2 C:0 | P:2 H:0 C:0 | P:2 H:0 C:0 | P:1 H:0 C:0 | P:3 H:1 C:0 | P:2 H:0 C:1 | P:0 H:0 C:0 | P:2 H:0 C:0 | 
P:4 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:1 | P:2 H:0 C:0 | 
P:0 H:0 C:0 | P:2 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | P:4 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:2 H:0 C:0 | P:4 H:0 C:0 | 
P:3 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:1 H:0 C:0 | P:2 H:0 C:0 | 

Tick 6
P:0 H:0 C:0 | P:0 H:2 C:0 | P:2 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | 
P:0 H:0 C:1 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:0 H:1 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | 
P:4 H:0 C:0 | P:6 H:0 C:0 | P:5 H:0 C:0 | P:3 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:1 H:0 C:0 | P:1 H:0 C:0 | P:3 H:0 C:0 | 
P:0 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:5 H:0 C:0 | P:0 H:0 C:0 | P:0 H:-1 C:0 | P:0 H:-1 C:0 | P:0 H:0 C:0 | P:6 H:0 C:0 | 
P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | 
P:4 H:0 C:0 | P:0 H:1 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:1 H:0 C:2 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:1 C:0 | P:0 H:0 C:0 | 
P:2 H:0 C:0 | P:1 H:1 C:0 | P:1 H:1 C:0 | P:2 H:0 C:0 | P:2 H:0 C:0 | P:1 H:0 C:0 | P:2 H:1 C:0 | P:2 H:0 C:1 | P:0 H:0 C:0 | P:2 H:0 C:0 | 
P:4 H:1 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:3 H:1 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:1 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:2 H:0 C:0 | 
P:0 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | P:3 H:0 C:0 | P:4 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:2 H:0 C:0 | P:4 H:0 C:0 | 
P:4 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | 

Tick 7
P:0 H:0 C:0 | P:0 H:1 C:0 | P:2 H:1 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | 
P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | 
P:5 H:0 C:0 | P:7 H:0 C:0 | P:5 H:0 C:0 | P:4 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:1 H:0 C:0 | P:1 H:0 C:0 | P:3 H:0 C:0 | 
P:0 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:5 H:0 C:0 | P:0 H:0 C:0 | P:0 H:-1 C:0 | P:0 H:-1 C:0 | P:0 H:0 C:0 | P:6 H:0 C:0 | 
P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | 
P:4 H:1 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:6 H:0 C:0 | P:2 H:0 C:2 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | 
P:3 H:0 C:0 | P:0 H:1 C:0 | P:0 H:1 C:0 | P:3 H:0 C:0 | P:2 H:0 C:0 | P:1 H:0 C:0 | P:1 H:1 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | P:2 H:1 C:0 | 
P:3 H:1 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:2 H:1 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:2 H:0 C:0 | 
P:0 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | P:4 H:0 C:0 | P:4 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:2 H:0 C:0 | P:4 H:0 C:0 | 
P:4 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | 

Tick 8
P:0 H:0 C:0 | P:0 H:0 C:0 | P:1 H:1 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | 
P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | 
P:5 H:0 C:0 | P:7 H:0 C:0 | P:5 H:0 C:0 | P:4 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:1 H:0 C:0 | P:1 H:0 C:0 | P:3 H:0 C:0 | 
P:0 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:6 H:0 C:0 | P:0 H:0 C:0 | P:0 H:-1 C:0 | P:0 H:-1 C:0 | P:0 H:0 C:0 | P:6 H:0 C:0 | 
P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | 
P:3 H:1 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:6 H:0 C:1 | P:2 H:0 C:1 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | 
P:3 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:2 H:0 C:0 | P:2 H:0 C:0 | P:0 H:1 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:1 H:1 C:0 | 
P:3 H:1 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:1 H:1 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:2 H:0 C:0 | 
P:0 H:0 C:0 | P:2 H:0 C:0 | P:4 H:0 C:0 | P:4 H:0 C:0 | P:4 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:2 H:0 C:0 | P:4 H:0 C:0 | 
P:4 H:1 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | 

Tick 9
P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:1 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | 
P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | 
P:6 H:0 C:0 | P:7 H:0 C:0 | P:6 H:0 C:0 | P:4 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:1 H:0 C:0 | P:1 H:0 C:0 | P:3 H:0 C:0 | 
P:0 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:6 H:0 C:0 | P:0 H:0 C:0 | P:0 H:-1 C:0 | P:0 H:-1 C:0 | P:0 H:0 C:0 | P:6 H:0 C:0 | 
P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:2 H:0 C:0 | P:0 H:0 C:0 | 
P:2 H:1 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:6 H:0 C:1 | P:3 H:1 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | 
P:3 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:1 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:1 H:1 C:0 | 
P:3 H:1 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:0 H:1 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:4 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | 
P:0 H:0 C:0 | P:2 H:0 C:0 | P:4 H:0 C:0 | P:4 H:0 C:0 | P:4 H:0 C:0 | P:5 H:0 C:0 | P:0 H:0 C:0 | P:5 H:0 C:0 | P:3 H:0 C:0 | P:4 H:0 C:0 | 
P:3 H:1 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:0 H:0 C:0 | P:3 H:0 C:0 | P:0 H:0 C:0 | P:2 H:0 C:0 | P:3 H:0 C:0 | 

